Cwa,Credits,Study Hours,Difficulty,Scores
68,1,18.75,2,63
68,2,18.75,5,66
68,4,48.75,5,77
68,2,37.5,5,74
68,2,22.5,1,60
66,4,18.75,3,75
66,4,18.75,5,59
66,3,22.5,5,56
66,3,22.5,2,70
66,2,56.25,4,68
66,4,26.25,3,64
66,1,26.25,3,74
66,1,22.5,1,72
65,1,18.75,3,65
65,2,48.75,5,74
65,1,15,2,70
65,2,52.5,4,61
65,1,26.25,1,59
65,1,22.5,3,71
65,1,26.25,4,60
65,3,18.75,1,73
65,1,15,1,57
65,3,26.25,3,57
65,1,26.25,3,61
65,3,26.25,5,62
65,3,22.5,3,56
65,2,22.5,3,72
65,3,22.5,1,76
65,4,18.75,5,57
65,2,15,2,74
66,2,41.25,4,70
66,1,15,2,55
66,1,18.75,1,72
66,3,48.75,4,67
66,2,22.5,2,71
66,1,48.75,4,71
66,1,26.25,2,60
66,3,26.25,3,63
66,3,22.5,3,64
66,4,22.5,3,66
67,4,15,3,59
67,4,26.25,1,77
67,3,18.75,2,66
67,2,22.5,5,56
67,2,60,5,70
67,2,22.5,1,65
67,4,37.5,4,70
67,1,18.75,1,61
67,2,18.75,1,59
67,1,26.25,1,61
67,1,52.5,4,74
67,1,18.75,3,59
67,4,22.5,1,78
67,2,18.75,4,60
67,1,15,2,80
67,2,26.25,1,72
67,3,22.5,1,59
66,2,22.5,2,73
66,4,22.5,1,61
66,2,15,1,59
66,1,26.25,4,65
66,3,52.5,4,73
66,3,18.75,2,67
66,3,26.25,1,65
69,1,22.5,1,72
69,1,30,5,76
69,1,18.75,1,76
69,1,18.75,1,70
69,3,26.25,1,79
69,3,18.75,3,61
69,3,22.5,2,77
69,3,26.25,3,69
69,4,22.5,3,61
69,2,18.75,4,61
69,4,33.75,4,69
69,4,22.5,2,73
69,2,18.75,4,56
69,4,26.25,2,78
69,3,26.25,2,68
69,2,18.75,1,60
69,3,18.75,5,67
68,1,26.25,4,66
68,2,26.25,5,65
68,4,22.5,2,60
68,2,15,4,61
68,3,26.25,3,67
68,4,45,4,79
68,4,22.5,4,63
68,3,45,4,79
69,4,15,5,69
69,4,18.75,4,67
69,3,26.25,5,71
69,3,22.5,1,66
69,2,22.5,3,74
69,2,26.25,5,70
67,2,18.75,5,64
67,2,18.75,2,62
67,3,18.75,1,60
67,2,52.5,4,79
67,1,18.75,3,78
67,1,26.25,1,66
67,1,26.25,5,72
67,1,22.5,1,70
67,3,18.75,5,60
67,3,48.75,4,72
66,2,15,2,70
66,3,33.75,5,70
66,1,26.25,3,64
66,3,18.75,5,61
66,1,26.25,4,62
66,3,18.75,3,73
66,2,26.25,5,58
66,1,18.75,1,74
66,3,15,4,62
68,4,45,5,68
68,3,26.25,4,68
68,3,18.75,5,62
68,4,18.75,3,68
68,4,26.25,1,71
68,2,18.75,3,71
67,1,18.75,3,67
67,1,18.75,3,71
67,2,22.5,1,65
67,3,26.25,4,64
67,3,26.25,1,59
67,1,15,2,61
67,3,22.5,3,76
67,2,22.5,3,72
68,3,48.75,5,74
68,1,18.75,2,60
68,4,22.5,5,65
68,3,26.25,1,61
68,4,22.5,1,81
68,3,26.25,1,61
68,2,22.5,2,70
68,1,15,2,59
69,4,15,5,64
69,4,26.25,1,69
69,1,30,5,75
69,4,15,4,63
69,3,30,5,84
69,1,56.25,5,83
69,3,22.5,2,62
69,3,26.25,4,69
66,2,22.5,2,73
66,1,22.5,4,55
66,3,45,4,71
66,2,26.25,3,66
66,3,56.25,5,77
66,2,26.25,2,55
66,3,26.25,1,56
66,2,18.75,2,69
66,1,15,4,51
66,1,15,5,56
66,1,26.25,3,60
66,1,15,2,62
66,1,15,3,71
66,2,26.25,5,59
66,4,22.5,1,66
66,3,26.25,2,68
66,2,18.75,3,72
66,3,41.25,5,72
66,1,22.5,1,68
69,4,52.5,5,76
69,4,60,5,79
69,2,22.5,1,60
69,4,22.5,2,59
69,3,22.5,3,76
69,4,15,4,66
69,2,18.75,5,61
69,2,26.25,1,67
69,1,18.75,3,71
69,1,18.75,1,76
69,1,45,4,76
69,4,22.5,4,66
69,2,15,5,64
69,4,15,2,64
69,1,15,4,60
69,4,18.75,3,71
69,1,22.5,3,76
69,1,18.75,1,74
69,2,33.75,4,77
66,2,37.5,5,70
66,4,18.75,2,54
66,3,15,3,59
66,2,37.5,4,75
66,4,56.25,5,75
66,2,22.5,1,64
66,3,22.5,2,73
66,1,18.75,1,71
66,2,18.75,4,61
66,1,15,2,61
68,2,15,3,59
68,4,18.75,3,60
68,2,22.5,1,65
68,2,18.75,2,71
68,3,30,4,73
68,3,18.75,1,78
68,4,18.75,3,69
69,2,15,2,78
69,3,26.25,3,71
69,2,18.75,3,62
69,4,26.25,3,71
69,4,26.25,5,71
69,4,26.25,2,59
69,2,26.25,3,76
68,2,26.25,5,59
68,2,18.75,2,81
68,3,18.75,5,58
68,2,33.75,5,74
68,1,22.5,3,76
68,2,18.75,1,63
68,1,26.25,3,68
68,2,18.75,1,71
68,1,22.5,1,74
69,1,22.5,2,62
69,1,22.5,4,64
69,1,18.75,1,70
69,1,22.5,2,66
69,2,22.5,1,66
69,3,18.75,3,81
69,2,22.5,4,67
69,3,22.5,5,65
69,1,18.75,4,65
69,2,26.25,1,71
66,4,18.75,1,76
66,4,22.5,1,71
66,4,26.25,1,66
66,2,18.75,5,61
66,2,22.5,2,75
66,4,18.75,3,57
66,4,15,2,58
67,3,22.5,4,67
67,1,22.5,2,78
67,1,22.5,3,75
67,1,18.75,4,67
67,2,26.25,5,65
67,3,22.5,5,59
67,3,15,1,66
67,2,30,5,69
67,3,48.75,5,70
65,3,18.75,2,71
65,4,22.5,2,72
65,2,26.25,2,57
65,3,22.5,3,62
65,4,26.25,4,57
65,4,22.5,2,62
65,4,45,5,70
65,3,18.75,2,72
65,3,15,1,72
65,2,22.5,2,64
65,2,60,4,59
65,4,15,2,65
65,2,22.5,3,66
65,3,18.75,5,56
65,2,41.25,5,63
68,2,26.25,1,76
68,1,15,3,76
68,1,30,4,73
68,1,15,2,75
68,2,26.25,4,61
68,1,15,1,61
68,1,22.5,2,66
68,2,22.5,3,69
68,1,22.5,1,80
68,1,18.75,3,62
68,3,26.25,5,58
68,3,22.5,1,71
68,2,22.5,3,71
68,1,22.5,2,57
68,2,22.5,5,63
68,4,26.25,4,76
68,1,15,5,62
68,3,15,3,61
68,3,22.5,1,71
67,3,15,3,71
67,3,26.25,4,65
67,1,22.5,3,74
67,1,22.5,3,69
67,2,18.75,2,56
67,1,18.75,3,73
67,1,56.25,5,77
67,3,15,3,59
67,3,26.25,1,75
67,1,18.75,2,58
69,1,56.25,4,73
69,3,15,2,71
69,3,22.5,5,67
69,1,48.75,5,80
69,1,15,1,65
69,3,22.5,5,63
69,1,15,4,63
69,1,26.25,2,75
69,2,22.5,3,80
69,2,22.5,5,66
69,1,18.75,5,62
69,1,22.5,4,68
66,1,26.25,1,78
66,3,22.5,3,59
66,1,15,4,60
66,3,22.5,3,71
66,4,15,2,63
66,1,48.75,4,68
66,4,18.75,2,69
67,2,22.5,2,59
67,3,18.75,3,65
67,2,22.5,1,77
67,2,18.75,4,60
67,3,26.25,5,67
67,4,26.25,4,62
67,4,26.25,1,67
67,3,22.5,1,79
65,3,26.25,1,72
65,2,18.75,3,62
65,1,37.5,5,68
65,4,26.25,4,60
65,3,22.5,4,57
65,4,22.5,1,71
65,2,26.25,3,57
65,2,22.5,2,56
65,3,26.25,5,62
65,3,18.75,1,65
65,4,37.5,5,77
65,2,22.5,2,59
65,1,15,3,71
65,1,22.5,5,59
65,3,41.25,4,67
67,2,18.75,1,75
67,1,22.5,1,78
67,1,26.25,3,65
67,1,26.25,2,65
67,2,22.5,4,60
67,1,18.75,4,59
67,2,18.75,2,73
67,3,60,4,67
67,3,26.25,5,64
67,1,22.5,3,62
68,3,22.5,1,79
68,3,22.5,1,79
68,2,26.25,2,61
68,1,26.25,2,68
68,3,15,3,69
68,3,18.75,1,58
68,1,26.25,4,61
68,2,22.5,1,65
68,2,15,1,62
68,1,22.5,4,61
68,2,15,1,74
68,1,60,5,76
68,2,22.5,3,67
68,2,26.25,1,62
68,4,26.25,1,71
68,1,18.75,1,65
68,4,22.5,5,66
68,3,22.5,3,66
68,3,22.5,5,65
68,2,18.75,5,64
68,3,22.5,4,62
68,4,22.5,4,66
68,4,15,1,81
69,3,26.25,1,77
69,3,18.75,3,72
69,1,18.75,3,59
69,1,26.25,3,68
69,3,22.5,3,64
69,3,48.75,5,69
69,1,30,5,69
69,2,22.5,4,64
69,1,22.5,1,72
68,4,26.25,4,69
68,1,26.25,1,84
68,1,26.25,1,66
68,2,18.75,3,62
68,1,15,3,66
68,3,26.25,4,69
68,1,18.75,4,71
68,2,26.25,1,65
68,2,18.75,2,71
68,2,18.75,3,63
69,3,15,3,75
69,4,26.25,3,75
69,1,15,4,68
69,2,22.5,2,61
69,3,18.75,4,59
69,1,22.5,1,58
69,1,22.5,1,75
69,3,15,4,59
69,4,22.5,2,80
69,1,18.75,2,65
69,2,22.5,4,63
69,3,22.5,2,77
69,1,15,4,63
69,2,22.5,4,66
69,2,26.25,1,62
69,2,15,5,69
69,3,18.75,4,71
69,4,33.75,4,74
69,2,18.75,4,64
69,4,22.5,5,65
69,3,26.25,5,69
69,4,56.25,4,75
69,2,52.5,4,75
69,2,22.5,2,62
69,2,18.75,3,66
66,1,18.75,3,67
66,1,26.25,3,68
66,2,26.25,4,63
66,1,26.25,2,76
66,1,15,3,62
66,1,30,4,78
66,1,26.25,3,64
66,2,18.75,2,56
66,4,37.5,5,69
66,2,30,5,73
66,2,22.5,1,61
66,3,15,4,63
69,1,26.25,2,67
69,2,18.75,5,63
69,1,22.5,4,66
69,3,33.75,5,77
69,2,22.5,3,57
69,3,22.5,2,77
69,1,22.5,1,65
69,2,18.75,1,71
69,4,26.25,5,68
69,3,26.25,4,68
68,1,22.5,1,73
68,1,18.75,5,60
68,1,26.25,2,67
68,1,15,2,70
68,2,22.5,2,77
68,2,22.5,2,64
68,3,26.25,2,70
68,1,48.75,5,71
68,3,26.25,1,69
68,3,26.25,3,61
68,1,22.5,1,77
68,3,15,2,65
69,2,15,3,68
69,2,26.25,1,62
69,4,26.25,3,69
69,2,22.5,1,66
69,4,18.75,2,74
69,2,18.75,4,60
69,2,26.25,5,68
69,2,37.5,5,78
69,1,18.75,3,75
69,1,45,4,79
69,1,22.5,2,73
69,3,15,4,69
69,1,18.75,3,69
69,3,26.25,4,65
69,4,18.75,5,63
69,3,37.5,4,74
69,1,22.5,2,64
69,1,22.5,1,83
66,1,18.75,1,75
66,1,22.5,5,56
66,3,18.75,3,64
66,2,48.75,4,77
66,3,26.25,5,63
66,2,48.75,5,69
66,4,26.25,5,59
66,2,22.5,3,74
65,1,15,3,63
65,2,15,1,57
65,1,15,3,51
65,2,22.5,2,72
65,1,41.25,5,68
65,2,15,2,70
65,1,15,1,62
65,1,22.5,1,73
65,3,18.75,2,62
65,3,18.75,1,70
65,2,15,3,68
65,4,60,5,62
67,4,18.75,5,66
67,4,22.5,2,62
67,3,37.5,5,70
67,3,26.25,5,68
67,4,26.25,5,62
67,4,22.5,2,75
67,3,52.5,5,67
67,1,26.25,3,64
67,3,15,2,60
67,2,15,3,63
67,1,15,5,59
67,3,18.75,3,76
67,1,22.5,3,60
67,4,22.5,1,74
67,2,56.25,4,65
67,2,26.25,5,65
67,3,22.5,5,67
67,1,22.5,2,77
67,3,18.75,3,74
67,3,18.75,5,61
67,1,22.5,1,74
67,4,18.75,5,60
67,1,26.25,2,79
67,1,26.25,2,61
67,3,26.25,5,68
66,3,56.25,4,71
66,4,41.25,4,64
66,4,15,1,64
66,2,22.5,3,56
66,2,15,3,74
66,4,26.25,3,67
67,3,22.5,4,58
67,1,18.75,3,54
67,3,15,2,72
67,3,22.5,2,74
67,2,22.5,1,57
67,2,18.75,1,72
67,1,33.75,5,76
67,1,22.5,2,76
67,1,18.75,2,75
67,2,18.75,3,59
67,2,22.5,3,69
69,3,26.25,2,69
69,1,18.75,2,61
69,1,18.75,1,62
69,1,18.75,5,68
69,1,22.5,5,59
69,2,22.5,3,74
69,1,22.5,2,63
69,1,15,1,80
69,3,26.25,3,69
69,1,26.25,3,58
69,3,26.25,3,75
69,1,41.25,4,73
68,4,22.5,3,71
68,4,22.5,1,63
68,3,18.75,2,81
68,2,26.25,5,71
68,3,15,2,63
68,4,18.75,3,63
68,2,22.5,3,60
68,4,26.25,3,65
68,4,37.5,5,72
68,2,22.5,1,59
68,2,45,4,73
68,3,26.25,2,74
69,1,15,2,69
69,1,22.5,2,76
69,2,33.75,4,75
69,2,15,3,69
69,1,48.75,5,78
69,1,26.25,4,71
69,3,26.25,3,63
69,2,22.5,3,62
69,1,22.5,2,76
69,2,22.5,1,75
69,3,18.75,5,66
69,1,18.75,5,61
67,1,33.75,4,70
67,3,15,3,72
67,3,15,1,65
67,1,22.5,1,55
67,3,18.75,1,65
67,4,22.5,3,65
67,2,26.25,2,67
67,1,18.75,1,57
67,1,15,2,73
67,2,18.75,3,67
67,2,33.75,5,76
68,2,18.75,1,69
68,1,37.5,4,72
68,2,15,3,69
68,2,30,4,73
68,1,18.75,1,73
68,2,18.75,1,62
68,2,15,3,60
68,1,18.75,1,73
68,2,22.5,5,62
68,2,22.5,1,74
69,1,22.5,3,70
69,3,18.75,1,67
69,3,22.5,3,76
69,1,15,2,76
69,2,22.5,1,65
69,3,26.25,1,70
69,3,22.5,4,65
69,2,18.75,5,66
69,1,37.5,4,70
69,1,37.5,5,71
69,1,45,5,75
69,1,18.75,1,68
69,1,26.25,3,63
69,1,22.5,1,67
69,3,22.5,2,66
69,1,52.5,5,74
69,3,33.75,4,77
69,3,18.75,5,62
69,1,22.5,1,74
69,2,41.25,5,72
69,1,18.75,2,67
69,2,26.25,1,72
69,1,18.75,1,52
69,1,18.75,3,67
69,2,18.75,1,74
69,1,18.75,2,73
69,1,22.5,4,63
69,3,48.75,5,65
69,2,56.25,5,73
65,1,22.5,2,69
65,3,15,1,73
65,1,22.5,1,65
65,2,18.75,1,63
65,1,30,4,63
65,2,45,5,74
65,3,26.25,2,57
65,2,33.75,5,72
65,4,18.75,3,57
66,3,22.5,1,65
66,1,22.5,4,62
66,1,48.75,4,77
66,3,22.5,3,66
66,2,52.5,5,71
66,1,18.75,5,60
66,3,33.75,4,75
66,2,15,1,56
66,3,18.75,5,58
66,2,18.75,2,70
69,2,37.5,5,71
69,1,18.75,1,59
69,1,18.75,4,66
69,2,15,2,76
69,1,22.5,4,59
69,1,22.5,4,63
69,1,18.75,3,63
69,3,18.75,1,74
69,3,26.25,5,73
69,1,15,2,59
67,2,22.5,1,53
67,4,15,2,71
67,4,30,5,70
67,2,22.5,5,56
67,4,18.75,2,67
67,1,41.25,5,67
67,4,15,3,72
68,1,26.25,2,72
68,1,18.75,1,57
68,3,26.25,4,73
68,1,18.75,5,57
68,3,18.75,4,59
68,2,18.75,3,76
68,1,15,1,69
68,3,22.5,1,67
68,3,18.75,2,63
68,3,41.25,5,78
65,3,18.75,5,60
65,2,18.75,2,60
65,2,52.5,4,68
65,2,22.5,5,57
65,3,26.25,1,63
65,3,26.25,1,76
65,4,37.5,5,66
65,1,22.5,3,68
66,4,22.5,1,68
66,4,48.75,5,67
66,2,37.5,5,66
66,3,18.75,1,57
66,3,18.75,2,67
66,4,48.75,4,73
66,2,26.25,2,58
68,3,15,5,65
68,2,22.5,4,64
68,3,15,3,66
68,4,22.5,4,66
68,2,18.75,5,65
68,3,18.75,1,77
68,1,22.5,2,78
65,4,15,1,66
65,4,18.75,2,55
65,4,22.5,2,57
65,4,18.75,2,67
65,4,22.5,1,74
65,2,48.75,5,77
65,1,18.75,3,62
65,3,22.5,3,68
65,2,22.5,3,68
65,2,18.75,2,66
65,1,26.25,2,63
65,2,18.75,3,65
65,1,22.5,5,61
65,3,22.5,2,61
65,2,52.5,5,67
67,3,15,1,65
67,3,15,2,75
67,3,22.5,1,57
67,1,33.75,4,71
67,1,22.5,1,66
67,1,18.75,1,71
67,3,37.5,4,73
67,4,26.25,5,59
67,3,18.75,1,73
69,4,22.5,1,69
69,3,26.25,3,61
69,2,18.75,5,67
69,1,18.75,1,73
69,4,22.5,3,80
69,3,26.25,5,60
69,1,45,5,76
67,2,26.25,4,65
67,1,22.5,1,57
67,1,22.5,3,75
67,2,26.25,3,59
67,2,22.5,1,69
67,1,26.25,2,71
67,2,48.75,4,73
67,2,37.5,5,73
67,1,33.75,5,68
67,1,18.75,2,74
67,1,22.5,1,60
67,2,22.5,1,61
69,1,26.25,4,68
69,1,41.25,4,76
69,1,52.5,4,83
69,1,56.25,5,80
69,2,18.75,2,68
69,1,18.75,3,61
69,1,22.5,4,63
69,3,15,4,67
69,2,22.5,3,61
69,2,22.5,1,65
69,3,18.75,2,74
65,3,26.25,3,67
65,3,18.75,2,63
65,3,30,5,64
65,1,30,4,73
65,3,33.75,5,68
65,2,45,4,66
65,1,22.5,1,53
65,1,41.25,5,73
65,2,18.75,1,59
69,2,22.5,1,81
69,2,18.75,4,67
69,2,18.75,1,72
69,4,22.5,4,63
69,1,22.5,1,62
69,4,26.25,1,69
69,1,15,2,77
69,2,22.5,3,58
69,1,41.25,5,76
69,2,26.25,5,56
69,2,60,4,72
69,2,41.25,4,74
69,3,60,4,77
69,3,18.75,3,65
69,2,22.5,3,79
69,3,26.25,4,73
69,3,26.25,2,62
65,1,15,1,61
65,1,52.5,4,74
65,1,45,4,61
65,1,26.25,3,60
65,1,26.25,1,69
65,1,18.75,2,60
65,3,22.5,3,67
65,1,22.5,1,61
65,3,18.75,3,61
65,1,45,5,74
65,3,18.75,2,68
65,1,26.25,2,60
67,2,15,3,61
67,1,15,1,61
67,1,22.5,1,69
67,3,15,2,68
67,1,18.75,5,58
67,3,15,1,62
67,3,22.5,2,73
67,1,33.75,5,67
67,1,18.75,4,59
67,1,26.25,2,74
67,3,48.75,5,74
67,1,26.25,1,65
68,4,18.75,5,65
68,4,22.5,1,69
68,4,15,2,75
68,1,22.5,3,75
68,4,22.5,5,66
68,3,18.75,1,61
68,3,22.5,3,67
68,1,26.25,2,67
68,1,26.25,1,69
68,2,15,3,66
68,2,22.5,5,59
68,4,41.25,4,72
68,4,18.75,2,70
68,2,37.5,4,73
68,4,18.75,1,78
68,2,26.25,3,60
68,3,22.5,1,66
68,3,22.5,4,63
68,3,26.25,2,58
68,3,18.75,2,73
65,1,22.5,3,69
65,2,15,1,61
65,1,56.25,5,74
65,1,18.75,3,69
65,2,22.5,3,54
65,1,56.25,4,71
65,2,18.75,5,59
65,4,37.5,5,75
65,3,22.5,2,58
68,1,26.25,4,63
68,1,30,5,74
68,1,15,1,77
68,4,18.75,4,64
68,3,22.5,2,58
68,1,22.5,3,75
68,3,45,4,69
68,4,18.75,1,72
68,1,26.25,3,66
68,1,33.75,4,77
66,3,18.75,4,57
66,3,26.25,5,57
66,4,18.75,2,80
66,4,15,4,62
66,3,18.75,3,70
66,1,18.75,2,67
65,2,18.75,2,64
65,1,52.5,5,73
65,3,26.25,4,61
65,3,18.75,4,56
65,2,15,3,76
65,3,45,4,69
65,1,15,3,66
65,3,26.25,2,71
65,3,18.75,5,58
67,2,22.5,4,62
67,1,26.25,4,62
67,1,18.75,4,65
67,2,18.75,1,66
67,1,26.25,3,62
67,1,15,3,65
67,3,52.5,5,70
67,1,18.75,1,74
67,1,18.75,3,58
67,1,15,3,78
67,1,45,5,73
67,1,15,2,68
68,4,22.5,5,64
68,4,22.5,5,61
68,3,18.75,1,71
68,4,26.25,4,75
68,4,37.5,4,73
68,2,26.25,1,61
66,3,22.5,5,67
66,4,15,2,65
66,4,22.5,3,77
66,4,22.5,2,62
66,3,15,4,59
66,4,22.5,3,65
64,2,22.5,5,57
64,1,48.75,5,69
64,1,15,5,61
64,2,18.75,1,74
64,3,15,3,68
64,2,18.75,1,60
64,3,41.25,4,66
64,1,11.25,3,75
64,4,18.75,5,56
64,1,18.75,2,69
62,2,15,2,54
62,4,30,5,64
62,3,22.5,2,62
62,2,18.75,3,61
62,2,11.25,2,76
62,2,18.75,2,77
62,3,22.5,5,55
62,4,18.75,5,55
63,1,22.5,4,60
63,2,48.75,4,62
63,2,15,2,57
63,3,18.75,1,75
63,3,11.25,4,58
63,3,11.25,1,62
63,3,11.25,5,58
63,1,18.75,1,73
63,1,15,1,74
63,4,22.5,2,61
63,3,33.75,5,65
63,1,11.25,1,56
63,2,15,4,53
63,1,15,2,70
63,1,18.75,5,56
63,1,41.25,4,74
63,2,15,3,71
63,1,52.5,4,76
63,1,33.75,4,75
63,1,52.5,4,63
63,1,15,2,60
63,4,18.75,1,56
63,3,15,1,65
63,2,11.25,3,64
63,2,15,1,53
63,4,11.25,1,63
63,2,15,3,74
63,3,45,4,64
63,1,11.25,5,57
63,3,18.75,2,53
63,3,11.25,2,70
61,1,18.75,2,46
61,3,18.75,3,54
61,3,33.75,5,67
61,3,30,4,67
61,1,11.25,1,50
61,2,33.75,4,64
61,1,26.25,4,70
61,3,15,2,59
62,3,18.75,3,58
62,4,11.25,2,58
62,2,11.25,1,51
62,1,15,3,64
62,2,33.75,4,68
62,1,15,1,56
62,1,11.25,1,68
62,3,15,1,74
63,3,45,5,62
63,3,11.25,3,64
63,4,33.75,4,61
63,2,48.75,4,70
63,4,30,4,70
63,2,15,4,47
63,1,41.25,4,61
64,2,41.25,5,70
64,2,26.25,4,64
64,3,22.5,2,61
64,3,15,5,52
64,4,18.75,1,68
64,2,15,1,72
60,3,18.75,2,61
60,2,22.5,1,55
60,3,41.25,4,68
60,3,18.75,2,56
60,1,15,1,67
60,1,33.75,4,68
60,1,52.5,5,67
60,2,45,5,60
60,2,30,4,57
60,3,15,1,52
60,1,15,1,65
60,2,37.5,5,59
63,4,22.5,2,57
63,2,15,3,61
63,2,15,3,65
63,4,48.75,5,63
63,1,18.75,1,55
63,4,15,3,71
63,1,15,2,69
63,1,22.5,5,50
63,1,41.25,4,69
63,1,11.25,1,69
63,1,15,1,56
63,1,26.25,5,66
63,3,15,1,74
63,2,18.75,4,52
63,3,18.75,2,61
63,3,18.75,3,62
63,3,18.75,2,62
60,1,41.25,5,58
60,2,18.75,4,47
60,1,26.25,5,65
60,2,22.5,1,68
60,2,18.75,3,66
60,1,18.75,1,65
60,1,22.5,5,68
60,2,22.5,4,56
60,1,22.5,1,58
60,1,15,3,55
60,2,41.25,5,58
63,1,15,3,64
63,3,15,2,58
63,3,22.5,1,59
63,1,18.75,3,76
63,1,15,1,73
63,3,15,2,62
63,4,15,1,59
63,2,52.5,4,73
63,4,18.75,1,68
63,4,22.5,5,57
63,3,18.75,1,67
63,3,18.75,2,67
63,4,15,3,64
63,3,26.25,5,59
63,3,15,2,59
61,2,22.5,1,54
61,2,22.5,2,51
61,1,45,5,66
61,4,48.75,4,68
61,1,11.25,1,64
61,1,48.75,5,57
61,1,15,1,61
61,2,45,4,68
61,2,18.75,2,55
63,3,11.25,2,52
63,2,11.25,2,64
63,1,37.5,4,70
63,4,22.5,3,63
63,1,18.75,1,55
63,4,15,2,61
63,4,11.25,3,73
62,2,11.25,4,49
62,2,26.25,4,55
62,1,15,1,64
62,1,18.75,5,48
62,1,22.5,1,50
62,3,15,2,62
62,1,11.25,1,71
62,1,30,5,71
62,2,18.75,3,68
62,3,11.25,1,71
62,3,48.75,4,64
60,2,15,4,51
60,2,15,2,66
60,4,26.25,5,56
60,4,18.75,3,64
60,4,30,4,59
60,3,18.75,2,52
60,1,15,3,54
60,2,52.5,5,68
60,2,15,2,71
60,2,11.25,2,58
60,2,18.75,3,60
60,4,37.5,4,63
60,2,18.75,1,50
60,1,18.75,3,52
60,3,18.75,1,66
60,1,11.25,1,58
60,1,48.75,4,60
60,4,41.25,4,61
64,2,22.5,3,71
64,3,22.5,3,56
64,1,11.25,2,66
64,2,22.5,4,61
64,2,45,4,73
64,3,15,5,58
64,1,45,5,72
64,2,18.75,2,55
64,2,22.5,4,76
63,2,11.25,1,54
63,2,26.25,4,68
63,2,11.25,3,51
63,3,26.25,5,67
63,3,18.75,3,60
63,2,15,4,57
63,1,26.25,5,71
63,1,11.25,2,73
63,3,45,4,70
63,2,15,2,64
64,4,15,2,61
64,4,45,4,63
64,4,15,1,56
64,4,33.75,5,63
64,2,22.5,4,73
64,1,15,5,53
64,2,18.75,3,76
64,3,22.5,5,71
63,1,22.5,5,61
63,1,30,4,64
63,1,41.25,5,75
63,1,15,2,59
63,3,11.25,2,63
63,1,22.5,4,61
63,3,18.75,3,62
63,3,15,5,57
63,1,15,3,56
63,3,15,3,65
63,3,37.5,5,68
63,4,18.75,2,67
63,2,33.75,4,71
63,3,45,5,63
63,2,18.75,3,49
63,2,11.25,2,49
63,2,15,1,70
63,2,15,5,50
63,1,22.5,3,71
63,2,22.5,2,71
63,3,30,5,67
61,4,15,3,68
61,4,18.75,1,51
61,4,11.25,4,53
61,4,15,3,60
61,2,15,2,60
61,3,15,3,71
61,2,41.25,4,71
62,4,22.5,4,65
62,4,15,3,68
62,4,15,3,64
62,4,15,2,60
62,4,11.25,5,55
62,4,15,3,60
62,1,11.25,2,64
62,1,22.5,1,55
62,2,15,3,71
62,2,18.75,1,70
62,1,22.5,2,53
62,2,15,5,51
62,1,18.75,1,69
62,2,52.5,4,69
62,2,11.25,1,60
62,2,22.5,2,56
62,3,22.5,3,58
62,3,41.25,4,65
62,4,41.25,5,69
62,3,37.5,4,61
62,4,18.75,3,63
62,1,45,5,56
62,4,15,2,67
62,4,30,4,57
62,3,15,1,54
62,1,52.5,5,61
61,2,15,3,54
61,3,15,2,50
61,2,18.75,2,61
61,3,37.5,4,69
61,1,48.75,5,74
61,4,22.5,2,59
61,1,11.25,4,53
61,2,15,2,73
60,2,30,5,59
60,4,18.75,4,45
60,1,41.25,4,59
60,4,11.25,3,62
60,3,11.25,3,67
60,3,45,4,61
60,4,48.75,5,67
62,2,15,2,57
62,2,22.5,1,55
62,2,48.75,4,67
62,2,15,3,55
62,3,11.25,2,67
62,2,15,3,68
62,1,18.75,2,51
62,1,22.5,5,56
62,1,18.75,3,49
62,1,11.25,3,67
62,2,18.75,2,70
62,1,18.75,1,72
62,1,15,2,70
62,1,45,4,70
62,2,30,5,64
62,2,26.25,4,73
62,3,11.25,5,53
62,3,22.5,1,58
62,1,33.75,5,72
62,3,15,3,57
64,2,18.75,2,58
64,1,18.75,1,57
64,2,41.25,5,67
64,1,22.5,4,55
64,1,18.75,2,54
64,1,11.25,3,57
64,1,15,1,61
64,1,22.5,1,75
64,1,52.5,5,72
64,1,22.5,1,53
64,1,15,3,68
64,3,18.75,3,74
60,4,22.5,2,52
60,3,15,2,64
60,3,22.5,3,50
60,4,52.5,4,58
60,3,33.75,5,71
60,4,18.75,1,66
60,1,18.75,3,53
60,1,52.5,5,67
61,1,18.75,2,66
61,3,52.5,4,58
61,1,48.75,5,64
61,2,15,2,63
61,3,45,5,63
61,1,18.75,3,60
61,3,15,4,54
61,4,22.5,1,69
61,2,15,1,52
61,2,11.25,1,63
61,2,30,4,57
64,1,15,1,65
64,3,18.75,3,65
64,1,45,5,65
64,4,15,2,58
64,1,15,3,60
64,3,37.5,5,75
64,4,18.75,4,61
64,2,15,1,70
64,1,11.25,1,61
64,2,15,4,60
61,4,48.75,5,54
61,4,18.75,1,65
61,3,15,2,67
61,4,26.25,4,57
61,3,22.5,3,64
61,1,26.25,4,61
60,1,18.75,4,47
60,3,45,5,54
60,1,33.75,5,60
60,4,37.5,5,61
60,3,33.75,5,69
60,2,37.5,4,58
60,4,37.5,5,61
60,1,30,5,60
60,1,22.5,2,47
60,1,22.5,4,69
60,2,45,5,62
62,2,22.5,3,64
62,1,18.75,1,61
62,1,41.25,5,65
